Month,Year,Day,Date,Open,High,Low,Close,Adj Close,Volume,Growth
8,2563,28,28/8/2020,4.16,4.2,4.12,4.12,4.12,2544500,-0.010
8,2563,31,31/8/2020,4.16,4.16,4.08,4.12,4.12,2032350,-0.010
9,2563,1,1/9/2020,4.12,4.16,4.08,4.12,4.12,1885350,0.000
9,2563,2,2/9/2020,4.16,4.24,4.12,4.24,4.24,7770350,0.019
9,2563,3,3/9/2020,4.24,4.24,4.16,4.16,4.16,2155550,-0.019
9,2563,8,8/9/2020,4.2,4.2,4.08,4.08,4.08,2408200,-0.029
9,2563,9,9/9/2020,4.08,4.12,4.04,4.12,4.12,1697300,0.010
9,2563,10,10/9/2020,4.16,4.16,4.08,4.08,4.08,1489900,-0.019
9,2563,11,11/9/2020,4.08,4.12,4.04,4.04,4.04,1321350,-0.010
9,2563,14,14/9/2020,4.04,4.08,3.96,4,4,9123400,-0.010
9,2563,15,15/9/2020,4,4.08,4,4.08,4.08,4279700,0.020
9,2563,16,16/9/2020,4.08,4.12,4.04,4.04,4.04,2231200,-0.010
9,2563,17,17/9/2020,4.08,4.12,4,4,4,1959800,-0.020
9,2563,18,18/9/2020,4.04,4.08,4,4.08,4.08,2079550,0.010
9,2563,21,21/9/2020,4.08,4.12,4.04,4.04,4.04,1122200,-0.010
9,2563,22,22/9/2020,4.08,4.12,4.04,4.04,4.04,1932300,-0.010
9,2563,23,23/9/2020,4.08,4.12,4.04,4.08,4.08,2015000,0.000
9,2563,24,24/9/2020,4.08,4.12,4.04,4.08,4.08,2219500,0.000
9,2563,25,25/9/2020,4.12,4.2,4.12,4.16,4.16,5991350,0.010
9,2563,28,28/9/2020,4.2,4.2,4.12,4.16,4.16,1964550,-0.010
9,2563,29,29/9/2020,4.2,4.24,4.2,4.2,4.2,4056800,0.000
9,2563,30,30/9/2020,4.2,4.2,4.12,4.16,4.16,3824700,-0.010
10,2563,1,1/10/2020,4.16,4.2,4.12,4.16,4.16,1337450,0.000
10,2563,2,2/10/2020,4.16,4.16,4.12,4.16,4.16,426250,0.000
10,2563,5,5/10/2020,4.2,4.2,4.12,4.16,4.16,611700,-0.010
10,2563,6,6/10/2020,4.16,4.2,4.12,4.16,4.16,1060700,0.000
10,2563,7,7/10/2020,4.16,4.16,4.08,4.12,4.12,2065100,-0.010
10,2563,8,8/10/2020,4.12,4.16,4.08,4.12,4.12,860200,0.000
10,2563,9,9/10/2020,4.12,4.16,4.08,4.08,4.08,721150,-0.010
10,2563,12,12/10/2020,4.12,4.12,4.04,4.04,4.04,1365600,-0.019
10,2563,14,14/10/2020,4.04,4.12,4.04,4.08,4.08,1076600,0.010
10,2563,15,15/10/2020,4.08,4.08,4,4.04,4.04,1380350,-0.010
10,2563,16,16/10/2020,4.04,4.08,4,4,4,1257600,-0.010
10,2563,19,19/10/2020,4.04,4.04,3.92,3.92,3.92,5595550,-0.030
10,2563,20,20/10/2020,3.92,4,3.92,3.94,3.94,2179300,0.005
10,2563,21,21/10/2020,3.98,4,3.94,3.98,3.98,1307950,0.000
10,2563,22,22/10/2020,4,4,3.92,3.94,3.94,1881200,-0.015
10,2563,26,26/10/2020,3.94,3.98,3.86,3.9,3.9,4969650,-0.010
10,2563,27,27/10/2020,3.92,3.96,3.76,3.84,3.84,9769000,-0.020
10,2563,28,28/10/2020,3.2,3.24,2.94,3,3,275470750,-0.063
10,2563,29,29/10/2020,3,3,2.84,2.84,2.84,177838300,-0.053
10,2563,30,30/10/2020,3,3.1,2.96,3.08,3.08,315489700,0.027
11,2563,2,2/11/2020,3.1,3.42,3.08,3.32,3.32,395198950,0.071
11,2563,3,3/11/2020,3.34,3.44,3.28,3.3,3.3,279640000,-0.012
11,2563,4,4/11/2020,3.32,3.4,3.26,3.32,3.32,97780950,0.000
11,2563,5,5/11/2020,3.34,3.36,3.28,3.32,3.32,70308200,-0.006
11,2563,6,6/11/2020,3.54,3.62,3.46,3.54,3.54,225171000,0.000
11,2563,9,9/11/2020,3.62,3.68,3.56,3.6,3.6,133309500,-0.006
11,2563,10,10/11/2020,3.54,3.58,3.38,3.54,3.54,111929900,0.000
11,2563,11,11/11/2020,3.58,3.82,3.5,3.82,3.82,170658100,0.067
11,2563,12,12/11/2020,3.76,3.82,3.64,3.64,3.64,170832400,-0.032
11,2563,13,13/11/2020,3.68,3.74,3.62,3.7,3.7,92332850,0.005
11,2563,16,16/11/2020,3.68,3.74,3.62,3.62,3.62,56849600,-0.016
11,2563,17,17/11/2020,3.66,3.74,3.6,3.64,3.64,82426200,-0.006
11,2563,18,18/11/2020,3.6,3.68,3.52,3.6,3.6,90617100,0.000
11,2563,19,19/11/2020,3.62,3.7,3.58,3.66,3.66,92581950,0.011
11,2563,20,20/11/2020,3.7,3.7,3.6,3.6,3.6,64186550,-0.027
11,2563,23,23/11/2020,3.66,3.66,3.58,3.58,3.58,61942250,-0.022
11,2563,24,24/11/2020,3.58,3.76,3.56,3.66,3.66,144807500,0.022
11,2563,25,25/11/2020,3.68,3.7,3.6,3.62,3.62,43027150,-0.016
11,2563,26,26/11/2020,3.64,3.68,3.6,3.64,3.64,53598800,0.000
11,2563,27,27/11/2020,3.68,3.68,3.64,3.64,3.64,22553300,-0.011
11,2563,30,30/11/2020,3.66,3.72,3.64,3.64,3.64,57312150,-0.006
12,2563,1,1/12/2020,3.66,3.68,3.64,3.64,3.64,18614900,-0.006
12,2563,2,2/12/2020,3.66,3.7,3.64,3.66,3.66,45270350,0.000
12,2563,3,3/12/2020,3.68,3.92,3.68,3.84,3.84,192904300,0.044
12,2563,4,4/12/2020,3.86,3.92,3.78,3.84,3.84,77687300,-0.005
12,2563,8,8/12/2020,3.84,3.92,3.8,3.86,3.86,94068150,0.005
12,2563,9,9/12/2020,3.92,4.12,3.9,4.12,4.12,197347900,0.051
12,2563,14,14/12/2020,4.2,4.32,4.16,4.2,4.2,104514900,0.000
12,2563,15,15/12/2020,4.2,4.44,4.2,4.44,4.44,103838750,0.057
12,2563,16,16/12/2020,4.52,4.6,4.44,4.48,4.48,107200700,-0.009
12,2563,17,17/12/2020,4.52,4.52,4.2,4.28,4.28,94681100,-0.053
12,2563,18,18/12/2020,4.28,4.68,4.28,4.68,4.68,179529300,0.094
12,2563,21,21/12/2020,4.56,4.68,4.4,4.4,4.4,149610800,-0.035
12,2563,22,22/12/2020,4.48,4.92,4.32,4.88,4.88,187616250,0.089
12,2563,23,23/12/2020,4.92,4.96,4.76,4.76,4.76,116981700,-0.033
12,2563,24,24/12/2020,4.8,4.92,4.64,4.92,4.92,84264800,0.025
12,2563,25,25/12/2020,4.96,5.4,4.92,5.16,5.16,247908400,0.040
12,2563,28,28/12/2020,5.28,5.4,4.96,5.12,5.12,178884550,-0.030
12,2563,29,29/12/2020,5.2,5.5,5.05,5.25,5.25,151442500,0.010
12,2563,30,30/12/2020,4.9,4.94,4,4.26,4.26,523821200,-0.131
1,2564,4,4/1/2021,4.18,4.46,4.16,4.36,4.36,95394600,0.043
1,2564,5,5/1/2021,4.38,4.66,4.38,4.64,4.64,122496000,0.059
1,2564,6,6/1/2021,4.7,4.76,4.48,4.5,4.5,114627900,-0.043
1,2564,7,7/1/2021,4.56,4.84,4.56,4.76,4.76,116782000,0.044
1,2564,8,8/1/2021,4.76,4.78,4.62,4.62,4.62,64965200,-0.029
1,2564,11,11/1/2021,4.7,4.94,4.68,4.9,4.9,189909600,0.043
1,2564,12,12/1/2021,4.9,5.05,4.9,4.98,4.98,90602700,0.016
1,2564,13,13/1/2021,5.05,5.05,4.9,5,5,83442800,-0.010
1,2564,14,14/1/2021,5,5,4.66,4.74,4.74,181339700,-0.052
1,2564,15,15/1/2021,4.68,4.8,4.56,4.66,4.66,103939400,-0.004
1,2564,18,18/1/2021,4.66,4.72,4.44,4.56,4.56,84706200,-0.022
1,2564,19,19/1/2021,4.6,4.8,4.56,4.72,4.72,102397700,0.026
1,2564,20,20/1/2021,4.74,4.74,4.62,4.72,4.72,53723200,-0.004
1,2564,21,21/1/2021,4.74,4.82,4.68,4.72,4.72,54950000,-0.004
1,2564,22,22/1/2021,4.72,4.74,4.62,4.62,4.62,26387700,-0.021
1,2564,25,25/1/2021,4.68,4.7,4.62,4.68,4.68,23659200,0.000
1,2564,26,26/1/2021,4.68,4.68,4.6,4.6,4.6,30678900,-0.017
1,2564,27,27/1/2021,4.62,4.72,4.52,4.52,4.52,45949200,-0.022
1,2564,28,28/1/2021,4.46,4.48,4.34,4.42,4.42,55436800,-0.009
1,2564,29,29/1/2021,4.52,4.52,4.4,4.42,4.42,22640400,-0.022
2,2564,1,1/2/2021,4.42,4.48,4.34,4.38,4.38,37595900,-0.009
2,2564,2,2/2/2021,4.4,4.44,4.32,4.34,4.34,34493100,-0.014
2,2564,3,3/2/2021,4.46,4.52,4.42,4.44,4.44,61045000,-0.005
2,2564,4,4/2/2021,4.44,4.5,4.38,4.38,4.38,26974200,-0.014
2,2564,5,5/2/2021,4.4,4.42,4.32,4.34,4.34,35127700,-0.014
2,2564,8,8/2/2021,4.36,4.46,4.34,4.46,4.46,45318900,0.023
2,2564,9,9/2/2021,4.5,4.58,4.46,4.48,4.48,73885800,-0.004
2,2564,10,10/2/2021,4.5,4.52,4.4,4.4,4.4,26084700,-0.022
2,2564,11,11/2/2021,4.38,4.4,4.2,4.28,4.28,53555100,-0.023
2,2564,15,15/2/2021,4.3,4.3,4.12,4.18,4.18,62699600,-0.028
2,2564,16,16/2/2021,4.24,4.36,4.22,4.3,4.3,77832200,0.014
2,2564,17,17/2/2021,4.32,4.36,4.22,4.22,4.22,47499100,-0.023
2,2564,18,18/2/2021,4.24,4.28,4.2,4.2,4.2,21646400,-0.009
2,2564,19,19/2/2021,4.2,4.26,4.18,4.22,4.22,29059600,0.005
2,2564,22,22/2/2021,4.24,4.24,4.06,4.1,4.1,31745200,-0.033
2,2564,23,23/2/2021,4.16,4.22,4.08,4.2,4.2,27027000,0.010
2,2564,24,24/2/2021,4.3,4.32,4.12,4.12,4.12,104382900,-0.042
2,2564,25,25/2/2021,4.2,4.24,4.12,4.16,4.16,57028300,-0.010
3,2564,1,1/3/2021,4.12,4.16,4,4.16,4.16,51905800,0.010
3,2564,2,2/3/2021,4.08,4.16,4.06,4.08,4.08,48607200,0.000
3,2564,3,3/3/2021,4.08,4.12,4.04,4.08,4.08,35815000,0.000
3,2564,4,4/3/2021,4.08,4.22,4.08,4.22,4.22,56370800,0.034
3,2564,5,5/3/2021,4.22,4.26,4.16,4.16,4.16,43905600,-0.014
3,2564,8,8/3/2021,4.18,4.18,4.06,4.16,4.16,41066400,-0.005
3,2564,9,9/3/2021,4.18,4.18,4.14,4.14,4.14,22941600,-0.010
3,2564,10,10/3/2021,4.16,4.42,4.14,4.42,4.42,181564800,0.063
3,2564,11,11/3/2021,4.46,4.48,4.2,4.24,4.24,181132400,-0.049
3,2564,12,12/3/2021,4.3,4.3,4.22,4.26,4.26,35117900,-0.009
3,2564,15,15/3/2021,4.26,4.28,4.16,4.2,4.2,30453700,-0.014
3,2564,16,16/3/2021,4.2,4.26,4.18,4.2,4.2,28332100,0.000
3,2564,17,17/3/2021,4.12,4.18,4.04,4.1,4.1,222258000,-0.005
3,2564,18,18/3/2021,4.18,4.28,4.14,4.18,4.18,278106300,0.000
3,2564,19,19/3/2021,4.18,4.26,4.16,4.2,4.2,101797900,0.005
3,2564,22,22/3/2021,4.2,4.22,4.14,4.18,4.18,52506800,-0.005
3,2564,23,23/3/2021,4.2,4.22,4.12,4.14,4.14,40816100,-0.014
3,2564,24,24/3/2021,4.12,4.22,4.12,4.22,4.22,59921600,0.024
3,2564,25,25/3/2021,4.26,4.28,4.18,4.18,4.18,68256200,-0.019
3,2564,26,26/3/2021,4.2,4.22,4.14,4.16,4.16,35813800,-0.010
3,2564,29,29/3/2021,4.18,4.24,4.16,4.18,4.18,61749700,0.000
3,2564,30,30/3/2021,4.2,4.2,4.14,4.16,4.16,32845300,-0.010
3,2564,31,31/3/2021,4.2,4.3,4.16,4.18,4.18,210635800,-0.005
4,2564,1,1/4/2021,4.18,4.24,4.18,4.18,4.18,44403900,0.000
4,2564,2,2/4/2021,4.2,4.22,4.16,4.18,4.18,39709200,-0.005
4,2564,5,5/4/2021,4.2,4.42,4.16,4.38,4.38,506943800,0.043
4,2564,7,7/4/2021,4.3,4.76,4.28,4.54,4.54,802429300,0.056
4,2564,8,8/4/2021,4.58,4.58,4.38,4.44,4.44,229767000,-0.031
4,2564,9,9/4/2021,4.5,4.6,4.42,4.54,4.54,196284000,0.009
4,2564,12,12/4/2021,4.52,4.56,4.4,4.4,4.4,138381800,-0.027
4,2564,16,16/4/2021,4.38,4.48,4.28,4.44,4.44,140153500,0.014
4,2564,19,19/4/2021,4.46,4.52,4.44,4.46,4.46,113232800,0.000
4,2564,20,20/4/2021,4.48,4.52,4.4,4.4,4.4,81436500,-0.018
4,2564,21,21/4/2021,4.4,4.46,4.38,4.4,4.4,61154400,0.000
4,2564,22,22/4/2021,4.44,4.54,4.4,4.48,4.48,192075300,0.009
4,2564,23,23/4/2021,4.46,4.58,4.46,4.54,4.54,265078700,0.018
4,2564,26,26/4/2021,4.54,4.56,4.48,4.48,4.48,70499600,-0.013
4,2564,27,27/4/2021,4.5,4.5,4.32,4.32,4.32,115088600,-0.040
4,2564,28,28/4/2021,4.36,4.42,4.34,4.38,4.38,72274000,0.005
4,2564,29,29/4/2021,4.38,4.44,4.34,4.36,4.36,50634000,-0.005
4,2564,30,30/4/2021,4.38,4.38,4.32,4.32,4.32,36090100,-0.014
5,2564,5,5/5/2021,4.36,4.44,4.32,4.38,4.38,106374000,0.005
5,2564,6,6/5/2021,4.42,4.54,4.4,4.46,4.46,153597700,0.009
5,2564,7,7/5/2021,4.46,4.48,4.38,4.4,4.4,64863000,-0.014
5,2564,10,10/5/2021,4.42,4.42,4.34,4.38,4.38,37940400,-0.009
5,2564,11,11/5/2021,4.36,4.44,4.34,4.38,4.38,54434600,0.005
5,2564,12,12/5/2021,4.42,4.46,4.32,4.34,4.34,91827000,-0.018
5,2564,13,13/5/2021,4.34,4.38,3.92,4.2,4.2,149929200,-0.032
5,2564,14,14/5/2021,4.24,4.26,4.1,4.18,4.18,47425800,-0.014
5,2564,17,17/5/2021,4.08,4.12,4.04,4.06,4.06,40644900,-0.005
5,2564,18,18/5/2021,4.08,4.22,4.08,4.14,4.14,75083000,0.015
5,2564,19,19/5/2021,4.16,4.24,4.12,4.12,4.12,69965200,-0.010
5,2564,20,20/5/2021,4.14,4.16,4.08,4.08,4.08,35471800,-0.015
5,2564,21,21/5/2021,4.1,4.12,4.06,4.08,4.08,23405800,-0.005
5,2564,24,24/5/2021,4.1,4.18,4.08,4.12,4.12,51811600,0.005
5,2564,25,25/5/2021,4.14,4.16,4.08,4.1,4.1,30352600,-0.010
5,2564,27,27/5/2021,4.1,4.16,4.08,4.1,4.1,46248200,0.000
5,2564,28,28/5/2021,4.12,4.14,4.08,4.08,4.08,35011400,-0.010
5,2564,31,31/5/2021,4.08,4.16,4.08,4.12,4.12,37524000,0.010
6,2564,1,1/6/2021,4.12,4.12,4.08,4.1,4.1,30207100,-0.005
6,2564,2,2/6/2021,4.12,4.18,4.1,4.1,4.1,67188400,-0.005
6,2564,4,4/6/2021,4.14,4.16,4.12,4.12,4.12,49085600,-0.005
6,2564,7,7/6/2021,4.14,4.22,4.1,4.12,4.12,120139900,-0.005
6,2564,8,8/6/2021,4.14,4.14,4.1,4.12,4.12,32572400,-0.005
6,2564,9,9/6/2021,4.12,4.14,4.1,4.12,4.12,24427600,0.000
6,2564,10,10/6/2021,4.1,4.14,4.08,4.08,4.08,52358200,-0.005
6,2564,11,11/6/2021,4.1,4.12,4.08,4.1,4.1,24661000,0.000
6,2564,14,14/6/2021,4.12,4.12,4.06,4.08,4.08,33115600,-0.010
6,2564,15,15/6/2021,4.08,4.12,4,4.02,4.02,75761600,-0.015
6,2564,16,16/6/2021,4.06,4.08,4.04,4.06,4.06,32125700,0.000
6,2564,17,17/6/2021,4.04,4.04,3.9,3.94,3.94,160343000,-0.025
6,2564,18,18/6/2021,3.94,3.94,3.76,3.8,3.8,163997900,-0.036
6,2564,21,21/6/2021,3.78,4.04,3.76,4,4,170174300,0.058
6,2564,22,22/6/2021,4.04,4.04,3.96,3.96,3.96,65155400,-0.020
6,2564,23,23/6/2021,3.98,4.02,3.84,3.86,3.86,62267300,-0.030
6,2564,24,24/6/2021,3.86,3.86,3.78,3.84,3.84,48556200,-0.005
6,2564,25,25/6/2021,3.84,3.86,3.78,3.8,3.8,25059200,-0.010
6,2564,28,28/6/2021,3.76,3.78,3.68,3.72,3.72,29366300,-0.011
6,2564,29,29/6/2021,3.72,3.8,3.7,3.74,3.74,25997600,0.005
6,2564,30,30/6/2021,3.76,3.98,3.74,3.96,3.96,79837100,0.053
7,2564,1,1/7/2021,4,4.04,3.94,4.02,4.02,69682600,0.005
7,2564,2,2/7/2021,4,4.02,3.9,3.9,3.9,31582500,-0.025
7,2564,5,5/7/2021,3.9,3.9,3.8,3.84,3.84,16705700,-0.015
7,2564,6,6/7/2021,3.84,3.94,3.84,3.94,3.94,27279800,0.026
7,2564,7,7/7/2021,3.92,4.1,3.9,4.02,4.02,166360100,0.026
7,2564,8,8/7/2021,3.96,4,3.86,3.88,3.88,73840500,-0.020
7,2564,9,9/7/2021,3.86,3.88,3.78,3.86,3.86,21811500,0.000
7,2564,12,12/7/2021,3.86,3.94,3.84,3.9,3.9,29231100,0.010
7,2564,13,13/7/2021,3.92,3.98,3.88,3.92,3.92,21801300,0.000
7,2564,14,14/7/2021,3.9,3.96,3.88,3.94,3.94,23026300,0.010
7,2564,15,15/7/2021,3.96,4.18,3.96,4.16,4.16,260549700,0.051
7,2564,16,16/7/2021,4.2,4.28,4.16,4.2,4.2,281508400,0.000
7,2564,19,19/7/2021,4.12,4.18,4.1,4.14,4.14,55708700,0.005
7,2564,20,20/7/2021,4.12,4.14,4.02,4.12,4.12,74148000,0.000
7,2564,21,21/7/2021,4.12,4.12,4.06,4.06,4.06,17072900,-0.015
7,2564,22,22/7/2021,4.08,4.28,4.08,4.2,4.2,195429900,0.029
7,2564,23,23/7/2021,4.2,4.26,4.16,4.24,4.24,80960100,0.010
7,2564,27,27/7/2021,4.26,4.38,4.18,4.34,4.34,178596500,0.019
7,2564,29,29/7/2021,4.34,4.38,4.3,4.36,4.36,92998300,0.005
7,2564,30,30/7/2021,4.34,4.36,4.24,4.28,4.28,49161900,-0.014
8,2564,2,2/8/2021,4.24,4.28,4.2,4.24,4.24,19332100,0.000
8,2564,3,3/8/2021,4.24,4.36,4.2,4.34,4.34,59676100,0.024
8,2564,4,4/8/2021,4.36,4.36,4.26,4.28,4.28,19826700,-0.018
8,2564,5,5/8/2021,4.28,4.34,4.24,4.28,4.28,25625900,0.000
8,2564,6,6/8/2021,4.3,4.32,4.22,4.3,4.3,34225700,0.000
8,2564,9,9/8/2021,4.34,4.44,4.32,4.44,4.44,148199400,0.023
8,2564,10,10/8/2021,4.44,4.44,4.36,4.38,4.38,45419200,-0.014
8,2564,11,11/8/2021,4.38,4.4,4.3,4.32,4.32,28273900,-0.014
8,2564,13,13/8/2021,4.34,4.36,4.3,4.36,4.36,39083800,0.005
8,2564,16,16/8/2021,4.32,4.32,4.1,4.22,4.22,64497200,-0.023
8,2564,17,17/8/2021,4.24,4.38,4.24,4.38,4.38,70936400,0.033
8,2564,18,18/8/2021,4.38,4.46,4.32,4.46,4.46,77493100,0.018
8,2564,19,19/8/2021,4.4,4.42,4.36,4.38,4.38,48092800,-0.005
8,2564,20,20/8/2021,4.38,4.42,4.38,4.38,4.38,13836800,0.000
8,2564,23,23/8/2021,4.46,4.46,4.26,4.34,4.34,89185400,-0.027
8,2564,24,24/8/2021,4.34,4.34,4.28,4.3,4.3,40012200,-0.009
8,2564,25,25/8/2021,4.3,4.36,4.3,4.34,4.34,26400800,0.009
8,2564,26,26/8/2021,4.34,4.38,4.32,4.32,4.32,15188800,-0.005
8,2564,27,27/8/2021,4.32,4.34,4.3,4.3,4.3,18429500,-0.005
8,2564,30,30/8/2021,4.3,4.42,4.28,4.38,4.38,40804200,0.019
8,2564,31,31/8/2021,4.36,4.38,4.32,4.32,4.32,37912300,-0.009
9,2564,1,1/9/2021,4.34,4.34,4.3,4.3,4.3,13343600,-0.009
9,2564,2,2/9/2021,4.32,4.32,4.3,4.3,4.3,9740500,-0.005
9,2564,3,3/9/2021,4.32,4.34,4.28,4.3,4.3,51093400,-0.005
9,2564,6,6/9/2021,4.3,4.36,4.28,4.3,4.3,19516300,0.000
9,2564,7,7/9/2021,4.32,4.32,4.24,4.24,4.24,20618300,-0.019
9,2564,8,8/9/2021,4.26,4.32,4.24,4.3,4.3,19378500,0.009
9,2564,9,9/9/2021,4.32,4.34,4.28,4.3,4.3,18227200,-0.005
9,2564,10,10/9/2021,4.32,4.32,4.28,4.28,4.28,12503000,-0.009
9,2564,13,13/9/2021,4.3,4.44,4.3,4.34,4.34,139439300,0.009
9,2564,14,14/9/2021,4.36,4.38,4.32,4.32,4.32,48649000,-0.009
9,2564,15,15/9/2021,4.32,4.6,4.32,4.6,4.6,230625700,0.065
9,2564,16,16/9/2021,4.54,4.58,4.44,4.48,4.48,135311100,-0.013
9,2564,17,17/9/2021,4.5,4.5,4.34,4.38,4.38,190276800,-0.027
9,2564,20,20/9/2021,4.34,4.42,4.34,4.38,4.38,25470600,0.009
9,2564,21,21/9/2021,4.38,4.46,4.36,4.44,4.44,28547400,0.014
9,2564,22,22/9/2021,4.42,4.7,4.42,4.64,4.64,186595400,0.050
9,2564,23,23/9/2021,4.64,4.72,4.56,4.66,4.66,86713600,0.004
9,2564,27,27/9/2021,4.66,4.96,4.62,4.82,4.82,215471300,0.034
9,2564,28,28/9/2021,4.82,5.05,4.82,4.96,4.96,179305100,0.029
9,2564,29,29/9/2021,4.92,5.05,4.86,4.92,4.92,108136800,0.000
9,2564,30,30/9/2021,4.92,5.05,4.88,5,5,128519900,0.016
10,2564,1,1/10/2021,4.98,5.05,4.9,4.96,4.96,75283100,-0.004
10,2564,4,4/10/2021,5,5.15,4.98,5,5,90704300,0.000
10,2564,5,5/10/2021,5,5.05,4.98,5,5,56024200,0.000
10,2564,6,6/10/2021,5,5.3,5,5.1,5.1,114323000,0.020
10,2564,7,7/10/2021,5.1,5.35,5.1,5.25,5.25,106445800,0.029
10,2564,8,8/10/2021,5.3,5.45,5.2,5.3,5.3,110129900,0.000
10,2564,11,11/10/2021,5.3,5.3,4.36,4.54,4.54,883859500,-0.143
10,2564,12,12/10/2021,4.54,4.74,4.42,4.72,4.72,276445000,0.040
10,2564,14,14/10/2021,4.7,4.7,4.46,4.52,4.52,199246400,-0.038
10,2564,15,15/10/2021,4.54,4.6,4.46,4.46,4.46,61525100,-0.018
10,2564,18,18/10/2021,4.48,4.54,4.46,4.5,4.5,51622900,0.005
10,2564,19,19/10/2021,4.5,4.5,4.38,4.38,4.38,92708000,-0.027
10,2564,20,20/10/2021,4.4,4.48,4.4,4.4,4.4,48075700,0.000
10,2564,21,21/10/2021,4.42,4.5,4.38,4.46,4.46,53777500,0.009
10,2564,25,25/10/2021,4.4,4.44,4.36,4.38,4.38,44241700,-0.005
10,2564,26,26/10/2021,4.4,4.42,4.22,4.26,4.26,64307000,-0.032
10,2564,27,27/10/2021,4.28,4.32,4.24,4.24,4.24,27914100,-0.009
10,2564,28,28/10/2021,4.24,4.4,4.24,4.34,4.34,53917800,0.024
10,2564,29,29/10/2021,4.38,4.42,4.36,4.4,4.4,27468900,0.005
11,2564,1,1/11/2021,4.4,4.42,4.38,4.38,4.38,13060300,-0.005
11,2564,2,2/11/2021,4.4,4.42,4.34,4.34,4.34,25754000,-0.014
11,2564,3,3/11/2021,4.36,4.38,4.26,4.3,4.3,33372300,-0.014
11,2564,4,4/11/2021,4.3,4.38,4.3,4.38,4.38,9486200,0.019
11,2564,5,5/11/2021,4.36,4.46,4.36,4.46,4.46,32515400,0.023
11,2564,8,8/11/2021,4.44,4.5,4.44,4.46,4.46,37159500,0.005
11,2564,9,9/11/2021,4.46,4.52,4.44,4.52,4.52,34909500,0.014
11,2564,10,10/11/2021,4.54,4.68,4.52,4.64,4.64,93921300,0.022
11,2564,11,11/11/2021,4.62,4.66,4.52,4.56,4.56,37179500,-0.013
11,2564,12,12/11/2021,4.64,4.76,4.64,4.72,4.72,133613700,0.017
11,2564,15,15/11/2021,4.76,4.84,4.6,4.68,4.68,47971200,-0.017
11,2564,16,16/11/2021,4.74,4.74,4.64,4.68,4.68,19088000,-0.013
11,2564,17,17/11/2021,4.7,4.78,4.68,4.74,4.74,41282000,0.009
11,2564,18,18/11/2021,4.68,4.76,4.68,4.76,4.76,49179000,0.017
11,2564,19,19/11/2021,4.74,4.84,4.72,4.8,4.8,64289000,0.013
11,2564,22,22/11/2021,4.78,4.8,4.68,4.8,4.8,30097700,0.004
11,2564,23,23/11/2021,4.82,4.88,4.76,4.8,4.8,32139400,-0.004
11,2564,24,24/11/2021,4.82,4.84,4.74,4.76,4.76,22200300,-0.012
11,2564,25,25/11/2021,4.78,4.9,4.76,4.9,4.9,51859700,0.025
11,2564,26,26/11/2021,4.88,5.05,4.88,4.9,4.9,127948400,0.004
11,2564,29,29/11/2021,4.86,4.96,4.66,4.72,4.72,69215700,-0.029
11,2564,30,30/11/2021,4.78,4.82,4.66,4.72,4.72,63071100,-0.013
12,2564,1,1/12/2021,4.74,5.05,4.72,5.05,5.05,98900500,0.065
12,2564,2,2/12/2021,5,5.1,4.96,5.1,5.1,35835900,0.020
12,2564,3,3/12/2021,5.05,5.15,4.98,4.98,4.98,25326600,-0.014
12,2564,7,7/12/2021,5,5.05,4.76,4.92,4.92,54127600,-0.016
12,2564,8,8/12/2021,4.94,5.05,4.9,4.94,4.94,29024000,0.000
12,2564,9,9/12/2021,4.94,4.94,4.88,4.94,4.94,15346200,0.000
12,2564,13,13/12/2021,4.96,4.98,4.92,4.92,4.92,18638900,-0.008
12,2564,14,14/12/2021,4.9,4.96,4.88,4.94,4.94,15030600,0.008
12,2564,15,15/12/2021,4.94,4.94,4.84,4.9,4.9,18421700,-0.008
12,2564,16,16/12/2021,4.9,4.92,4.86,4.88,4.88,20616900,-0.004
12,2564,17,17/12/2021,4.88,4.88,4.72,4.78,4.78,75563200,-0.021
12,2564,20,20/12/2021,4.78,4.92,4.78,4.88,4.88,47618400,0.021
12,2564,21,21/12/2021,4.9,4.9,4.82,4.86,4.86,18774000,-0.008
12,2564,22,22/12/2021,4.88,5.05,4.8,4.88,4.88,118400700,0.000
12,2564,23,23/12/2021,4.88,4.9,4.78,4.8,4.8,60418800,-0.016
12,2564,24,24/12/2021,4.8,4.94,4.7,4.92,4.92,111574300,0.025
12,2564,27,27/12/2021,4.9,4.9,4.78,4.78,4.78,42275600,-0.025
12,2564,28,28/12/2021,4.78,4.8,4.76,4.8,4.8,37338700,0.004
12,2564,29,29/12/2021,4.78,4.78,4.72,4.76,4.76,46478000,-0.004
12,2564,30,30/12/2021,4.76,4.76,4.7,4.74,4.74,46000400,-0.004
1,2565,4,4/1/2022,4.74,4.78,4.6,4.62,4.62,65628200,-0.025
1,2565,5,5/1/2022,4.62,4.66,4.52,4.54,4.54,78518000,-0.017
1,2565,6,6/1/2022,4.54,4.64,4.52,4.58,4.58,67530700,0.009
1,2565,7,7/1/2022,4.62,4.68,4.6,4.64,4.64,83017300,0.004
1,2565,10,10/1/2022,4.66,4.68,4.6,4.62,4.62,33182500,-0.009
1,2565,11,11/1/2022,4.6,4.64,4.6,4.62,4.62,17107200,0.004
1,2565,12,12/1/2022,4.64,4.64,4.48,4.52,4.52,110114900,-0.026
